,dir_mito,dep_mito,dir_ribo,dep_ribo,global_dep
ACH-000176,0.8476584397298461,-0.1930438455115637,0.8809923260712611,-1.5041971941923082,-0.13943421480645463
ACH-000017,0.876422064018069,-0.3103322638471583,0.8735952839949088,-1.3070002763763746,-0.14745466870544982
ACH-001385,0.8714120798308118,-0.7148032144107477,0.8812022240251283,-1.4421370822821984,-0.15550825572742852
ACH-000587,0.8757783177727321,-0.41398084879991975,0.8931626858006267,-1.3381659677951923,-0.1471713043509847
ACH-000785,0.8416610222476945,-0.32155815284062456,0.8579199261635567,-1.160012399890728,-0.14101218918765962
ACH-000554,0.8684930939304555,-0.448409994505192,0.8750504276112571,-0.8287216877558872,-0.14353651756438537
ACH-001398,0.8761059974802562,-0.4890537026624169,0.8567074305364307,-1.387468806262442,-0.1409370746362552
ACH-001991,0.8733222893135612,-0.7042223404402379,0.8823611286853094,-1.4871444453207532,-0.14703479295012395
ACH-001332,0.8868211866901775,-0.4279108842811346,0.8931738505854069,-1.3242712237732257,-0.13938614851356143
ACH-000585,0.8571489103394248,-0.3188062458328687,0.8918653378091714,-1.3317995376494802,-0.1484681924027592
ACH-000550,0.8532723087420803,-0.25445374365883355,0.8595551949743582,-1.4355805842444764,-0.13875677896715544
ACH-000627,0.8508162802829092,-0.38347218212847745,0.899866022582638,-1.565128094144588,-0.14280977927276065
ACH-000704,0.8815660704611809,-0.3265265033300906,0.8833555388497294,-1.369357153293792,-0.13178845731293787
ACH-000276,0.8260541776337884,-0.35444439488436785,0.8451027532359269,-1.0887458197012887,-0.13768982188496112
ACH-000075,0.8598742387881123,-0.2877238563397693,0.878102135451169,-1.698952579988574,-0.14203824137581159
ACH-001616,0.8724616592771336,-0.6073834458660794,0.9031693102395963,-1.4244553351390692,-0.16117382626269644
ACH-000941,0.8640512134506868,-0.37144355200087514,0.8889304880499587,-1.271512479584294,-0.1418472439147758
ACH-000269,0.8781235503154702,-0.35455593367904137,0.9105209488578425,-1.3321354792777318,-0.13291005873811898
ACH-001670,0.8928813780626595,-0.3973150858536041,0.8993837038801349,-1.3394972855367957,-0.14063050422664133
ACH-000856,0.8552440366373535,-0.6617704132228758,0.8690943870905314,-1.5063492679950663,-0.16132445885912833
ACH-002687,0.8724475351518094,-0.4807979195595224,0.8529642503591339,-1.3852795600053065,-0.14792221182127718
ACH-001119,0.8685731306406265,-0.3295147082068605,0.8866223548764057,-1.3297340404300868,-0.13547638176243862
ACH-000376,0.8626893338999723,-0.6375069594895272,0.8962620300556007,-1.5990748097399237,-0.15678087690632903
ACH-000685,0.8710388890527986,-0.42423085856112647,0.871248446234118,-1.5592646599749016,-0.14626677784300338
ACH-001283,0.8747095922898599,-0.4454480683259674,0.9142931574755678,-1.2778057999254129,-0.14620774842683681
ACH-000880,0.8467378606281531,-0.5033413072140931,0.8832513341917813,-1.541419836861378,-0.1567956743134704
ACH-000035,0.8503790601367592,-0.3272011622292051,0.8765264121591948,-1.3734080498116017,-0.13891313645321376
ACH-000322,0.871828584593153,-0.5122127251022347,0.896057342334631,-1.458934096577351,-0.147272394165647
ACH-000552,0.8640060162496493,-0.46045580855268187,0.8918712923610542,-1.385312439075566,-0.15480923862203222
ACH-002508,0.8511147701314296,-0.2712480703637973,0.8888046981414354,-1.4289243657191617,-0.14758652567747937
ACH-000222,0.8291373172573587,-0.27420918444934095,0.8473878125209339,-1.099599414084351,-0.14219496511323532
ACH-000260,0.8608475479576829,-0.38489602484943064,0.8910227687177616,-1.5987747016916567,-0.1549017816850874
ACH-001652,0.8598092678116207,-0.39694828662081444,0.8697426889267664,-1.37825251285644,-0.1433664092594631
ACH-000608,0.8332716056745088,-0.22293776182619526,0.8612254467774709,-1.3554377796511787,-0.1368326052597964
ACH-000501,0.8432567345398895,-0.44057207892011013,0.8763648949393753,-1.2186729931175366,-0.12322461126464414
ACH-002033,0.8502651255258097,-0.432295831303435,0.8737344716451683,-1.144525774451408,-0.1396171608654927
ACH-001184,0.8764157866290359,-0.4234424840289226,0.8938526695000409,-1.4342563449332792,-0.15144705571235767
ACH-001688,0.850871835175852,-0.28586247254126784,0.8490357347544865,-1.3356351372818287,-0.13527413650002543
ACH-001838,0.8625141947459509,-0.19889406312218202,0.8997551190538217,-1.1219610064963088,-0.1369839181101083
ACH-000638,0.8403578362844384,-0.46306020802649117,0.8681907838423234,-1.2105708009479355,-0.1414367453342636
ACH-000798,0.8638534756961469,-0.38950466378964754,0.8782777947317103,-1.4110918765328544,-0.1372859573790251
ACH-000894,0.8789816693962849,-0.36768256604187577,0.8893629373804438,-1.248371215067631,-0.14299708626051622
ACH-001559,0.8561100024544591,-0.4286477228460363,0.8991693400123558,-1.3679362643188115,-0.13767907798641585
ACH-000344,0.8561960026842115,-0.37523405438450624,0.8710050539259104,-1.3772052159056087,-0.1471972075836154
ACH-000223,0.8458072377040073,-0.4148168478148901,0.8730132265483697,-1.1713515127695413,-0.1450226829465448
ACH-001861,0.8644369590067665,-0.5822542709623636,0.8849066996151871,-1.497068747926982,-0.14253718128188667
ACH-000946,0.8659887295757301,-0.5323457017842055,0.9000855966833146,-1.3620452613754326,-0.14556571877330093
ACH-000596,0.8599084505583423,-0.34383489384761295,0.8995876472821193,-1.4177699007790985,-0.1421745759804425
ACH-000632,0.8642257248658051,-0.41472460970483566,0.9075362297266115,-1.4399586863496145,-0.14373881700615557
ACH-000978,0.8805381480070231,-0.3578536142018325,0.8941459311802668,-1.4387092540063275,-0.1361717383115308
ACH-000332,0.833482525946018,-0.29774778143647596,0.850485668137937,-1.5584578720659814,-0.14703687831423076
ACH-001841,0.8667646148602118,-0.3841026516076804,0.8865553661677249,-1.4237220396230608,-0.14883544263733717
ACH-000887,0.8707887350998327,-0.40192350346972566,0.8931336573601982,-1.5185584473078415,-0.14493601001046943
ACH-000368,0.8380920127129682,-0.3123829592611355,0.8662555544804281,-1.4045561546229406,-0.13832590249855412
ACH-001611,0.8513922307266893,-0.4236137662358374,0.857942255733117,-1.3819039522237635,-0.1379080416193126
ACH-000406,0.8818698960903791,-0.6675703960085497,0.8978131908210581,-1.4260966944829738,-0.16352433207740946
ACH-000441,0.872205855674038,-0.49393070521168064,0.8875118160638924,-1.4615844876900734,-0.15193800909737973
ACH-000960,0.8815246396935629,-0.5414431711534481,0.919664907592798,-1.494381043513691,-0.1488420086284981
ACH-000098,0.852981979499303,-0.39882730285599577,0.8994797210292443,-1.4717782325821736,-0.14407032551486698
ACH-001651,0.876154647245262,-0.3650603876077831,0.8869878154982098,-1.1564895025436042,-0.12960707117189482
ACH-001336,0.8462020854741846,-0.34389178541857485,0.8634464946297384,-1.3315727268357909,-0.1417602771620666
ACH-000971,0.8841567489151102,-0.34718787058008305,0.934081622019933,-1.4966561301842187,-0.14333601042216057
ACH-001454,0.8493831523666697,-0.34886890519508545,0.8380860581610856,-1.3317523644111702,-0.13197121677110318
ACH-000926,0.878929880936762,-0.4153266187112171,0.8880343279916041,-1.4091026882950328,-0.14153480547590344
ACH-000576,0.8805582356519288,-0.2978607170726968,0.9056062105976137,-1.3184138780821717,-0.14648013262226772
ACH-000019,0.8645458717064893,-0.522213076857841,0.8846513982032138,-1.4433007612127877,-0.14482925719444345
ACH-001577,0.8425831706966459,-0.507952351482885,0.8350812424172502,-1.2594622514563907,-0.13638888968955137
ACH-000330,0.8636143071739885,-0.40234541537636087,0.8777136009408193,-1.3421322034007805,-0.1412286836746287
ACH-000848,0.8724870827027174,-0.5960321079284996,0.8998905851091544,-1.5197709304856644,-0.14461434876372237
ACH-000481,0.8844266766435304,-0.3254267752713129,0.9126452352420154,-1.276585098781259,-0.13953057316945006
ACH-001517,0.8823096271921426,-0.266861180912821,0.8904302908054277,-1.2414627454024143,-0.14069968932266502
ACH-000338,0.8396450387597386,-0.41430918649615966,0.8349815036732142,-1.3004353455063413,-0.11843932376527744
ACH-001959,0.8811991570722006,-0.5703994197965238,0.9107278695357682,-1.309510360443095,-0.15257062215408193
ACH-001414,0.8649984714557706,-0.3101025386987918,0.9021414057208357,-1.4912440096773056,-0.15029652536748117
ACH-000871,0.8526916502565254,-0.5650863732737558,0.8630400964637405,-1.4885898403633333,-0.15810366374508872
ACH-001403,0.8418079131510673,-0.2522152161906652,0.8608123497406047,-1.2454753170445585,-0.13922747335676988
ACH-000805,0.8828253147012056,-0.42394741298788186,0.8935393112072109,-1.3784567913752175,-0.1444226130807115
ACH-001554,0.868301633564948,-0.5114358783738837,0.8933271802963879,-1.5091852122183915,-0.14963305139128402
ACH-000847,0.887322122335013,-0.673287039562613,0.9163921370142388,-1.53633887017221,-0.1551588963081239
ACH-000832,0.851296186674484,-0.5585497672575932,0.8614360890503234,-1.4832608467501593,-0.15393553200985363
ACH-001975,0.8748495780652962,-0.45180354670574097,0.8988142998563465,-1.7047585998492656,-0.14214306473441912
ACH-001382,0.8589621341616139,-0.29567672813364454,0.853841802442855,-1.3526786733456495,-0.1373674585322084
ACH-001302,0.8651011067664601,-0.39521827677044025,0.8796011938876525,-1.5047851247449695,-0.13330599334477916
ACH-001134,0.8863403386902478,-0.45698024287990985,0.8599563829074588,-1.4313306061306021,-0.1432271390599569
ACH-000914,0.8758021718510579,-0.6936595228670072,0.9243198785271415,-1.2858378257077754,-0.1586845647455894
ACH-000858,0.8634758907458102,-0.5176639297563531,0.8895735796532963,-1.382123775472548,-0.14779321220680747
ACH-001421,0.8490561003980492,-0.3274911049243604,0.8402646798311885,-1.4406179043997938,-0.1424123093280419
ACH-000544,0.8820431520276906,-0.4333277505929034,0.9032772364924713,-1.3923079392089854,-0.14887706816098023
ACH-000725,0.8504026003456328,-0.40307006488529096,0.8542467119708821,-1.1204267382460371,-0.13852917958630057
ACH-000760,0.872436863590453,-0.42206294592875276,0.8681945054372502,-1.4193913517847445,-0.14312884298584552
ACH-001745,0.8774465339082582,-0.4294491688925029,0.9082865032638388,-1.404304795630157,-0.15043124076066755
ACH-000787,0.8470922192390674,-0.4895423160786096,0.8953614040833339,-1.4299730744433718,-0.15630081434848134
ACH-000749,0.8949092885897781,-0.5782423227427547,0.9239097587662168,-1.5074583759003954,-0.14535142174551208
ACH-001691,0.8383271009322549,-0.33808230486624813,0.8644118763537301,-1.5243517239576405,-0.14268125367621365
ACH-001328,0.8588299951224685,-0.4664306980197523,0.8809223600866388,-1.4122384770748642,-0.1479027913959465
ACH-001654,0.8472099202834367,-0.39188690102017587,0.8612113047167494,-1.5136739743849679,-0.14973087273443078
ACH-001521,0.8688681679251785,-0.28192409628025705,0.9043542660642645,-1.2930549092983286,-0.13670437674334657
ACH-000209,0.839809192482952,-0.3940411230629821,0.8797120974164687,-1.428336581534571,-0.13772434317525586
ACH-001520,0.8822239408318419,-0.566208463354856,0.900663932534927,-1.3831568521676592,-0.14172459484868197
ACH-000213,0.8468951092234304,-0.46164288764441563,0.8749090070040417,-1.3321080748747398,-0.1385449939779943
ACH-001610,0.854336326183178,-0.326213497039886,0.8560062820522363,-1.3546072212629312,-0.13981467516343637
ACH-001408,0.8294289019779424,-0.3202894511008839,0.8350656117185581,-1.4524617071650605,-0.15128480591486274
ACH-000991,0.8505027247007098,-0.3545730345536858,0.8862740135912647,-1.3323791290878206,-0.13751809726735256
ACH-001412,0.8251474087879681,-0.2834618411103568,0.8535418418917611,-1.4652624945647346,-0.1421056154146272
ACH-000331,0.8603654444799465,-0.3903081366984142,0.8940633117728934,-1.4105741590843772,-0.14710777910719194
ACH-001407,0.8608403289602948,-0.3517137882993162,0.9028529746708249,-1.4249928834496512,-0.14949753336286678
ACH-000580,0.861756200020213,-0.3344895372082219,0.8730496981786514,-1.4218332834003418,-0.14069782065244543
ACH-000684,0.8729760913083898,-0.2874775764353469,0.8800477852788592,-1.3212831378999632,-0.12841585659836546
ACH-000732,0.8386632551149735,-0.32947721469599006,0.8555418270053815,-1.4247393221759845,-0.14065686248885004
ACH-001481,0.8699268495855982,-0.33698449519022744,0.858376938020558,-1.4982455937814738,-0.14136510457550147
ACH-000310,0.8687394814500016,-0.34984283217528717,0.9139053672842032,-1.5105329044134734,-0.14575882834150858
ACH-000234,0.840129653193088,-0.2688216145312108,0.8667423390968434,-1.4417417191699562,-0.1469738122978592
ACH-001498,0.8724798637053295,-0.5595617983287473,0.9076694628249884,-1.3930222901345357,-0.1458410428892473
ACH-000896,0.8572449543916298,-0.4096085210502507,0.8819696168990183,-1.4141053482270978,-0.14621442090133385
ACH-000203,0.8204114326320027,-0.34548834025995634,0.8609098555276851,-1.3447903637323,-0.13522092847610487
ACH-001607,0.8562339808878613,-0.49932641500967145,0.882137832989706,-1.4359071780747394,-0.14391493645388947
ACH-002706,0.8529634612016553,-0.5683392738282717,0.8822785092779362,-1.432259531623952,-0.15089980727901617
ACH-000677,0.8637348330434226,-0.5673477632531625,0.8813964912803032,-1.553453016985475,-0.14583603947819235
ACH-000055,0.8746782053446945,-0.4179107550523269,0.9116329614219468,-1.445812007967677,-0.1369548017098059
ACH-000485,0.8607810076339328,-0.45907213617442705,0.899392635707959,-1.4399215353965957,-0.1436230818901637
ACH-000672,0.8488056325756317,-0.363652725544347,0.8938161978697591,-1.2949360189110137,-0.13905675836269626
ACH-000784,0.8763332389632514,-0.4755140474431723,0.8852096374422223,-1.5193799706043318,-0.15203635254185613
ACH-002024,0.8574668600939472,-0.47902789141417534,0.8415039709417867,-1.3414142718440716,-0.13829355105766344
ACH-001737,0.8713395759874806,-0.4273858632207353,0.8950257162209436,-1.2952151495893571,-0.14868491423027347
ACH-001400,0.8403798071460539,-0.4787698970691999,0.8253745785293746,-1.3395235087887245,-0.13793571986101558
ACH-001054,0.8837804194425805,-0.46890497863695446,0.9083274408080327,-1.3874424942323433,-0.1444160268609543
ACH-001695,0.8578573136918015,-0.39878744936776395,0.8556103043520331,-1.4563490273665485,-0.14828031279787446
ACH-000009,0.8708499396429044,-0.3949510894064547,0.896872371623583,-1.379438126082356,-0.1468545923269961
ACH-000491,0.8520786632174507,-0.48137390983349165,0.8902449553780768,-1.2177321106248924,-0.13229448376427766
ACH-001568,0.8821263274323784,-0.42417098901172934,0.8557375828985269,-1.394552937128829,-0.1403110249608488
ACH-000993,0.8438185608583451,-0.3428860089516264,0.8818944406814985,-1.5450197216560337,-0.146293920391693
ACH-002680,0.8428455655582262,-0.3323344764416427,0.857855914730817,-1.3264812155077983,-0.13998416037914638
ACH-000711,0.8594385879892207,-0.4253265307500096,0.8682592611889751,-1.3124156869720438,-0.15358122035941593
ACH-001515,0.8538987921675761,-0.4012336132273805,0.8885575842383011,-1.4004986857454509,-0.13768762838621995
ACH-002847,0.8459409460904108,-0.3612444761067633,0.8643806149563457,-1.454577361209235,-0.14568487583924972
ACH-000702,0.8635810370121138,-0.3680679320702959,0.907292837418404,-1.3897561122246043,-0.13795861868706924
ACH-001020,0.8912797022508835,-0.3730999867777236,0.9093702317065002,-1.4436001524507476,-0.14277230326501925
ACH-000354,0.8543626912171166,-0.4107758685648781,0.8725532374154267,-1.2901477932217982,-0.13415687892146091
ACH-000012,0.8751863599869179,-0.504329669775496,0.9161926595261666,-1.407823049856314,-0.1480320699709905
ACH-002533,0.8468737661007181,-0.3897958996895827,0.8739369264091819,-1.4203790626789328,-0.14735265363832215
ACH-000459,0.8269769538216429,-0.165483721569522,0.8585905575693519,-1.0401337000352422,-0.1296461471980582
ACH-001413,0.8524041458388129,-0.3614003580060994,0.8808047576869543,-1.4294469864038366,-0.14639322906903168
ACH-000208,0.8455520618398149,-0.3338674443976643,0.865018496326786,-1.3881238202568495,-0.14070827002650904
ACH-000249,0.8502164757608037,-0.4948868527598589,0.8826015437175756,-1.2673545841116536,-0.1334456225678689
ACH-001368,0.8906221457496739,-0.46518930029016986,0.9085306398910317,-1.3681107264037806,-0.1490154218551465
ACH-000231,0.8316394845259222,-0.24248693087978843,0.8667706232182865,-1.5092516225619603,-0.14272885624921883
ACH-000945,0.8485294274581783,-0.33605075669859924,0.8629433349956457,-1.2166581856534833,-0.13146256059204353
ACH-000662,0.8842025738550512,-0.44519115010288113,0.9232904853704105,-1.289534915618257,-0.13726729686699982
ACH-002458,0.8480809080117688,-0.4476271129582204,0.8768985716518671,-1.5125208583741703,-0.15285228953441166
ACH-001029,0.8650866687716846,-0.6077243375837996,0.8904161487447061,-1.4016582781152482,-0.15243082626885887
ACH-000248,0.8735580052717514,-0.4493273499677174,0.8809171498537414,-1.2891081344809912,-0.14771773446580092
ACH-000943,0.8859583595675884,-0.7246414806881957,0.9101800507625549,-1.5875342031952169,-0.16576600101600722
ACH-001696,0.8574313928459107,-0.3501097994470022,0.8531227903030122,-1.4725448029025194,-0.14445222597009036
ACH-001016,0.8556928699532146,-0.4697803849060757,0.8819941794255346,-1.4714390168977398,-0.13749360163991506
ACH-000261,0.8687024448547066,-0.35128431485465333,0.9001362103743179,-1.3166002252422973,-0.1396317544467446
ACH-000164,0.8717030368124925,-0.48466269758102837,0.9033635774947711,-1.3539638224574628,-0.14334283822617352
ACH-001793,0.8338051837423156,-0.26265762504930745,0.8576102894656534,-1.3967578031742933,-0.139257637060742
ACH-000262,0.8643578639049503,-0.3544620605573379,0.8687720969698773,-1.439664565172905,-0.14067789366738107
ACH-000773,0.8715806277263485,-0.42279175018787307,0.922228342178324,-1.4173619193243636,-0.145312440865623
ACH-000722,0.8728593318723759,-0.30727744473961205,0.9113084383443368,-1.3874047156425502,-0.1371451363062342
ACH-001129,0.8602078820152178,-0.38116484768195147,0.8680590393819174,-1.3733257207741811,-0.13985559325047298
ACH-001619,0.874434956519665,-0.28611112604753125,0.8878676005388868,-1.505599636489613,-0.13506174066908028
ACH-000329,0.8484999237297233,-0.5146271662801485,0.8608339349911798,-1.4114760957830546,-0.1411355359185594
ACH-001701,0.8421064029995876,-0.48193876578312844,0.8415687266935117,-1.2856169002980062,-0.141781077449384
ACH-000545,0.8238690185113925,-0.41307390600747745,0.8459907257854427,-1.3951124956384662,-0.14462154362782972
ACH-000124,0.8555591615668113,-0.5100856371002913,0.899775215666426,-1.4843113452143755,-0.15405217203859906
ACH-001626,0.8495479338287867,-0.25127370365868024,0.8543568711807132,-1.2460175358588972,-0.13427517843596523
ACH-000619,0.8265193321611356,-0.46570984939799803,0.8442080818155429,-1.3127653856991248,-0.15314549168286518
ACH-001973,0.855965308637248,-0.4130797138418476,0.8714762078436334,-1.3241980658747525,-0.13770076028276385
ACH-001340,0.87063242811291,-0.35075680761163935,0.8706395933041065,-1.4321502255717757,-0.1490420830900728
ACH-000546,0.8290500615497995,-0.46539844171436656,0.8354206518745674,-1.355465823651364,-0.1428826863324152
ACH-001709,0.8653004138682592,-0.691230398465735,0.8731397607758782,-1.2742248841399078,-0.15826589986779385
ACH-002018,0.8678204716955668,-0.41611836462311097,0.880844950912163,-1.4542362059014373,-0.14660035150106646
ACH-000153,0.8508765432176265,-0.2749843063367762,0.8643225580754889,-1.4383320997829925,-0.1364297257340611
ACH-000116,0.8333274744369025,-0.4490864055088081,0.8376230917522013,-1.4232979036611777,-0.14923623062689767
ACH-001270,0.8619376165632676,-0.3653407017712905,0.8856272003930004,-1.3818212432903125,-0.14337867871149867
ACH-002523,0.8412360430101586,-0.36771631654934467,0.8209019657464404,-1.4773832319140088,-0.14530321400717797
ACH-000324,0.8618980690123597,-0.35767617775603205,0.8888329822628787,-1.524111488580946,-0.1512762696222017
ACH-000898,0.8244873413311458,-0.5239953574242996,0.8665562593505072,-1.3971873081865338,-0.14755168331719648
ACH-000517,0.8519794804707289,-0.3536956988027767,0.8687877276685696,-1.3285302058553932,-0.14403262171508743
ACH-001415,0.8214418660417736,-0.27053414480569404,0.8504417533178018,-1.2814095339780607,-0.13823142292321092
ACH-000681,0.8743458175953959,-0.5144224847296461,0.9093106861876726,-1.6130463645321615,-0.14505550396335215
ACH-001310,0.8349658729745221,-0.581168103217122,0.849073695022739,-1.4181569728002719,-0.14652078259356852
ACH-000070,0.8716217446245148,-0.5316248454065768,0.9116768762420823,-1.4054349567688156,-0.14775232583403175
ACH-000484,0.8630757071949549,-0.2040119265935009,0.8818951850004838,-1.1320623061180795,-0.1359309176660977
ACH-000108,0.8589461268195798,-0.23578499427661273,0.8689298925947704,-1.3652728270018686,-0.14322126560923026
ACH-000656,0.8749945857519591,-0.5553582617016114,0.8932706120535018,-1.4380668767336722,-0.15514687858040344
ACH-000997,0.8819803781373606,-0.5890705628720271,0.9192518105559317,-1.2887331135321938,-0.15046785299048973
ACH-000866,0.859323711769916,-0.6129165915982615,0.8672090271006543,-1.4052129612578852,-0.1500393192005423
ACH-000819,0.8599166111640856,-0.35155765895214514,0.8913152860790021,-1.4545059292454376,-0.1474718476244388
ACH-000226,0.8551853430498945,-0.520120602336378,0.8320764266734152,-1.4012666072525508,-0.14843729128049513
ACH-000087,0.8635138689494603,-0.512220841093409,0.9086854582399833,-1.4018765748908877,-0.1421605959443648
ACH-002005,0.8753257180234508,-0.4736603508840419,0.8826015437175755,-1.5018271878978955,-0.14331691663657928
ACH-000758,0.8399695797727459,-0.5777952188730876,0.8792000059545519,-1.3752859917051516,-0.14546687056655855
ACH-000258,0.8425800320021293,-0.27744665488684983,0.8475002046877209,-1.531550120287522,-0.14991357854225745
ACH-000163,0.8531844252956179,-0.31664107410350806,0.8870644803537004,-1.4265511236676904,-0.1421455021808116
ACH-000076,0.8671864554032311,-0.5300819688747486,0.9160624037037313,-1.4236676268754946,-0.14303157908454184
ACH-001193,0.8636711175447375,-0.39364438187137596,0.909475925002419,-1.360502864972526,-0.14050603128602873
ACH-000571,0.8523972407108769,-0.2728281290965464,0.8768985716518672,-1.3954350975962013,-0.13940861457271375
ACH-000391,0.8568472817963879,-0.533918282261954,0.8617077654799742,-1.3996410449944925,-0.14994797875753085
ACH-000293,0.8792434365189619,-0.40231220230721615,0.8877083162760233,-1.2231884163868179,-0.14408433841961393
ACH-000532,0.8712896707446678,-0.410790135357495,0.8706485251319306,-1.2750712076786415,-0.1480012941833867
ACH-000584,0.8686349629226015,-0.45555711528067866,0.8630051134714294,-1.2312580759157605,-0.1472700458082035
ACH-001690,0.855826578339618,-0.44418710639781916,0.874780239819577,-1.445923019263441,-0.14859320991561945
ACH-000944,0.8806119073281612,-0.5633112129062378,0.9103750623367151,-1.326244177568718,-0.14899247160954016
ACH-000561,0.8461936109989899,-0.5384808572073002,0.8598975817076167,-1.3741550776724352,-0.14509863617215704
ACH-001648,0.8378142382482571,-0.7168374996614949,0.840188014975698,-1.3942979886617402,-0.15550991307033882
ACH-000204,0.8675797338261503,-0.6371487636749646,0.886536013874106,-1.3359011542919101,-0.1447853896334473
ACH-000160,0.9054135575281902,-0.611577634536625,0.9077230537919331,-1.5243914063150115,-0.15193457526353357
ACH-001347,0.8356846340188036,-0.32601617745686473,0.856759532865405,-1.490881084309792,-0.14462985140601473
ACH-000268,0.867767113888786,-0.4509742496985674,0.9043818058667221,-1.3053376862150192,-0.1313087858144823
ACH-001341,0.8540550991544984,-0.3922815418758434,0.8821653727921639,-1.3803843013440527,-0.14582399360873768
